# File: A10.subsector_interp.csv
# Title: State natural gas interpolation rules
# Units: unitless
# Source: None (GCAM assumptions)
# Column types: cccccici
# ----------
supplysector,subsector,apply.to,from.year,to.year,to.value,interpolation.function,traded
natural gas production,natural gas,share-weight,final-calibration-year,end-year,,fixed,0
